Faculty,1st Semester,2nd Semester,Average,Classification,Value
2580,4.5,4.2,4.35,Performer,1
2581,3.7,4,3.85,Performer,1
2582,3.9,4,3.95,Performer,1
2583,3.5,1.8,2.65,Non-Performer,2
2584,1.8,3.5,2.65,Non-Performer,2
2585,3.1,4,3.55,Performer,1
2586,4.8,3.5,4.15,Performer,1
2587,3.5,4,3.75,Performer,1
2588,3.3,3.8,3.55,Performer,1
2589,2.8,2.1,2.45,Non-Performer,2
2590,3.4,1.7,2.55,Non-Performer,2
2591,4.4,4.3,4.35,Performer,1
2592,2,1.4,1.7,Non-Performer,2
2593,4.7,1.4,3.05,Performer,1
2594,1.2,4.4,2.8,Non-Performer,2
2595,2,2.7,2.35,Non-Performer,2
2596,4.3,4,4.15,Performer,1
2597,1.8,4.1,2.95,Non-Performer,2
2598,2,1.3,1.65,Non-Performer,2
2599,3.1,1.3,2.2,Non-Performer,2
2600,1.9,2.8,2.35,Non-Performer,2
2601,3.9,2.4,3.15,Performer,1
2602,4.1,3.6,3.85,Performer,1
2603,3.5,2.6,3.05,Performer,1
2604,2.7,4.4,3.55,Performer,1
2605,3,2.5,2.75,Non-Performer,2
2606,4.2,2.1,3.15,Performer,1
2607,3.1,4.3,3.7,Performer,1
2608,3.1,2.9,3,Performer,1
2609,1.9,1.9,1.9,Non-Performer,2
2610,1.4,4.2,2.8,Non-Performer,2
2611,1.9,4.1,3,Performer,1
2612,2.5,4.6,3.55,Performer,1
2613,2,2.1,2.05,Non-Performer,2
2614,2.1,4.4,3.25,Performer,1
2615,3.7,4.6,4.15,Performer,1
2616,3.3,3.1,3.2,Performer,1
2617,1.7,1.8,1.75,Non-Performer,2
2618,1.8,4.2,3,Performer,1
2619,1.8,1.2,1.5,Non-Performer,2
2620,3.4,4.4,3.9,Performer,1
2621,1.7,4,2.85,Non-Performer,2
2622,3.8,4.1,3.95,Performer,1
2623,2.7,1.3,2,Non-Performer,2
2624,4.2,4.3,4.25,Performer,1
2625,3.3,2,2.65,Non-Performer,2
2626,3.3,2.4,2.85,Non-Performer,2
2627,2.3,2.2,2.25,Non-Performer,2
2628,4.7,3.3,4,Performer,1
2629,3.5,2.7,3.1,Performer,1
2630,2.9,2.3,2.6,Non-Performer,2
2631,2.9,3.6,3.25,Performer,1
2632,4.2,2.7,3.45,Performer,1
2633,1.4,3.3,2.35,Non-Performer,2
2634,3,1.2,2.1,Non-Performer,2
2635,4.8,1.3,3.05,Performer,1
2636,2.6,2.9,2.75,Non-Performer,2
2637,1.8,1.3,1.55,Non-Performer,2
2638,4.6,2,3.3,Performer,1
2639,4.7,4.4,4.55,Performer,1
2640,3.8,2.4,3.1,Performer,1
2641,2.4,2,2.2,Non-Performer,2
2642,2.4,1.9,2.15,Non-Performer,2
2643,1.2,2.3,1.75,Non-Performer,2
2644,4.5,4.2,4.35,Performer,1
2645,3.1,4.2,3.65,Performer,1
2646,3.1,4.4,3.75,Performer,1
2647,3.6,3.7,3.65,Performer,1
2648,1.8,2.5,2.15,Non-Performer,2
2649,4.1,1.8,2.95,Non-Performer,2
2650,1.9,4.1,3,Performer,1
2651,3,3,3,Performer,1
2652,1.4,2.2,1.8,Non-Performer,2
2653,4.2,1.9,3.05,Performer,1
2654,2.9,2.2,2.55,Non-Performer,2
2655,1.7,4,2.85,Non-Performer,2
2656,4,2.9,3.45,Performer,1
2657,4,4.1,4.05,Performer,1
2658,2.4,2.6,2.5,Non-Performer,2
2659,2.7,1.6,2.15,Non-Performer,2
2660,1.4,2.9,2.15,Non-Performer,2
2661,4.7,1.4,3.05,Performer,1
2662,4.4,2.8,3.6,Performer,1
2663,2.2,2,2.1,Non-Performer,2
2664,1.6,2.6,2.1,Non-Performer,2
2665,3.6,3.1,3.35,Performer,1
2666,4.8,2.9,3.85,Performer,1
2667,4,1.2,2.6,Non-Performer,2
2668,1.5,2.3,1.9,Non-Performer,2
2669,2.6,3.9,3.25,Performer,1
2670,1.2,4.2,2.7,Non-Performer,2
2671,4.7,1.9,3.3,Performer,1
2672,1.2,4.8,3,Performer,1
2673,2.8,1.9,2.35,Non-Performer,2
2674,3.1,3.3,3.2,Performer,1
2675,1.6,4,2.8,Non-Performer,2
2676,3,2.9,2.95,Non-Performer,2
2677,2.5,3.5,3,Performer,1
2678,3.2,4.3,3.75,Performer,1
2679,4.8,3.7,4.25,Performer,1
2680,3,2.3,2.65,Non-Performer,2
2681,4.7,2.1,3.4,Performer,1
2682,3.7,2.1,2.9,Non-Performer,2
2683,1.5,3,2.25,Non-Performer,2
2684,1.2,4.1,2.65,Non-Performer,2
2685,3.6,2.6,3.1,Performer,1
2686,4.2,2.1,3.15,Performer,1
2687,1.7,4.3,3,Performer,1
2688,4.3,1.8,3.05,Performer,1
2689,3.2,3.1,3.15,Performer,1
2690,4.6,4.7,4.65,Performer,1
2691,1.9,3.4,2.65,Non-Performer,2
2692,1.6,1.5,1.55,Non-Performer,2
2693,3.2,3.1,3.15,Performer,1
2694,4,4.9,4.45,Performer,1
2695,2,1.8,1.9,Non-Performer,2
2696,3.9,2.3,3.1,Performer,1
2697,2.5,4,3.25,Performer,1
2698,4,3.2,3.6,Performer,1
2699,1.5,3,2.25,Non-Performer,2
2700,2,2.7,2.35,Non-Performer,2
2701,2.2,3.5,2.85,Non-Performer,2
2702,4.3,2.7,3.5,Performer,1
2703,4,4.7,4.35,Performer,1
2704,4.6,1.7,3.15,Performer,1
2705,1.3,1.9,1.6,Non-Performer,2
2706,1.9,3.9,2.9,Non-Performer,2
2707,4.5,1.8,3.15,Performer,1
2708,2.7,4.7,3.7,Performer,1
2709,4.3,2.9,3.6,Performer,1
2710,3.4,2.8,3.1,Performer,1
2711,2.6,3.1,2.85,Non-Performer,2
2712,1.4,2.1,1.75,Non-Performer,2
2713,4.4,4.2,4.3,Performer,1
2714,1.1,4.2,2.65,Non-Performer,2
2715,2,1.6,1.8,Non-Performer,2
2716,3.1,2.2,2.65,Non-Performer,2
2717,4.7,4.6,4.65,Performer,1
2718,2.4,3,2.7,Non-Performer,2
2719,2.9,3.8,3.35,Performer,1
2720,2.5,1.8,2.15,Non-Performer,2
2721,1.5,4.5,3,Performer,1
2722,4.8,1.3,3.05,Performer,1
2723,2.6,3,2.8,Non-Performer,2
2724,4,4.8,4.4,Performer,1
2725,3,2.5,2.75,Non-Performer,2
2726,2.2,2.3,2.25,Non-Performer,2
2727,3.6,1.3,2.45,Non-Performer,2
2728,2.8,4.3,3.55,Performer,1
2729,2.6,3.4,3,Performer,1
2730,3.5,2.8,3.15,Performer,1
2731,2.4,4.8,3.6,Performer,1
2732,1.3,2.3,1.8,Non-Performer,2
2733,3.3,1.4,2.35,Non-Performer,2
2734,4.1,1.3,2.7,Non-Performer,2
2735,3.2,2,2.6,Non-Performer,2
2736,1.3,4.7,3,Performer,1
2737,3.9,2.2,3.05,Performer,1
2738,3.1,3.5,3.3,Performer,1
2739,3.5,4.4,3.95,Performer,1
2740,3.6,1.2,2.4,Non-Performer,2
2741,2.6,1.9,2.25,Non-Performer,2
2742,1.7,1.2,1.45,Non-Performer,2
2743,3.4,2.6,3,Performer,1
2744,1.2,3.1,2.15,Non-Performer,2
2745,4,3.6,3.8,Performer,1
2746,2,1.5,1.75,Non-Performer,2
2747,1.2,2.9,2.05,Non-Performer,2
2748,2.7,4.9,3.8,Performer,1
2749,3.5,1.3,2.4,Non-Performer,2
2750,4.6,4.1,4.35,Performer,1
2751,3.4,4.9,4.15,Performer,1
2752,1.9,1.7,1.8,Non-Performer,2
2753,4.8,3.7,4.25,Performer,1
2754,3,4.4,3.7,Performer,1
2755,4.2,4.1,4.15,Performer,1
2756,4.2,3.9,4.05,Performer,1
2757,2.7,1.3,2,Non-Performer,2
2758,2,1.3,1.65,Non-Performer,2
2759,3.9,1.1,2.5,Non-Performer,2
2760,1.3,3.9,2.6,Non-Performer,2
2761,4.6,2.1,3.35,Performer,1
2762,1.7,1.4,1.55,Non-Performer,2
2763,1.2,2.9,2.05,Non-Performer,2
2764,3.3,2.3,2.8,Non-Performer,2
2765,4.7,3,3.85,Performer,1
2766,3.6,2.3,2.95,Non-Performer,2
2767,3.6,1.4,2.5,Non-Performer,2
2768,1.5,4.5,3,Performer,1
2769,2.6,4,3.3,Performer,1
2770,3.6,1.7,2.65,Non-Performer,2
2771,1.2,2.9,2.05,Non-Performer,2
2772,1.3,3.4,2.35,Non-Performer,2
2773,1.2,2.3,1.75,Non-Performer,2
2774,3.9,3.5,3.7,Performer,1
2775,3.9,2.8,3.35,Performer,1
2776,2.3,2.2,2.25,Non-Performer,2
2777,3.9,3.9,3.9,Performer,1
2778,4.7,2.6,3.65,Performer,1
2779,4.9,1.9,3.4,Performer,1
2780,3.6,4.6,4.1,Performer,1
2781,4.3,3.1,3.7,Performer,1
2782,1.5,3.3,2.4,Non-Performer,2
2783,1.1,3.1,2.1,Non-Performer,2
2784,1.9,2.5,2.2,Non-Performer,2
2785,3.2,1.4,2.3,Non-Performer,2
2786,3.9,1.9,2.9,Non-Performer,2
2787,2,1.6,1.8,Non-Performer,2
2788,4,4,4,Performer,1
2789,2,4.3,3.15,Performer,1
2790,3.5,3.7,3.6,Performer,1
2791,1.4,3.5,2.45,Non-Performer,2
2792,2.7,3.9,3.3,Performer,1
2793,2.2,4,3.1,Performer,1
2794,4.2,3.1,3.65,Performer,1
2795,2.2,4.2,3.2,Performer,1
2796,1.6,4.3,2.95,Non-Performer,2
2797,4.2,1.5,2.85,Non-Performer,2
2798,1.9,3.3,2.6,Non-Performer,2
2799,1.6,3.8,2.7,Non-Performer,2
2800,1.9,1.6,1.75,Non-Performer,2
2801,3.3,3.3,3.3,Performer,1
2802,4.5,2,3.25,Performer,1
2803,4.8,4.2,4.5,Performer,1
2804,3.5,4.6,4.05,Performer,1
2805,2.4,1.3,1.85,Non-Performer,2
2806,1.1,1.2,1.15,Non-Performer,2
2807,3.2,1.2,2.2,Non-Performer,2
2808,3.2,4.3,3.75,Performer,1
2809,3.8,1.2,2.5,Non-Performer,2
2810,3.6,2.1,2.85,Non-Performer,2
2811,4.4,4.1,4.25,Performer,1
2812,1.5,4.9,3.2,Performer,1
2813,1.9,3.7,2.8,Non-Performer,2
2814,1.6,1.9,1.75,Non-Performer,2
2815,3.6,1.2,2.4,Non-Performer,2
2816,2.7,3,2.85,Non-Performer,2
2817,4,2.7,3.35,Performer,1
2818,4.7,4.5,4.6,Performer,1
2819,4.8,2.3,3.55,Performer,1
2820,4.5,3.2,3.85,Performer,1
2821,3.5,4,3.75,Performer,1
2822,4.9,4,4.45,Performer,1
2823,3.4,4.7,4.05,Performer,1
2824,2.8,4,3.4,Performer,1
2825,4.1,4.3,4.2,Performer,1
2826,4.9,1.9,3.4,Performer,1
2827,2.6,2.3,2.45,Non-Performer,2
2828,2.6,1.9,2.25,Non-Performer,2
2829,4.4,3.8,4.1,Performer,1
2830,1.9,4.7,3.3,Performer,1
2831,4.6,2.5,3.55,Performer,1
2832,3,4,3.5,Performer,1
2833,2.9,2.8,2.85,Non-Performer,2
2834,4,3.7,3.85,Performer,1
2835,3.4,3.6,3.5,Performer,1
2836,2.5,3.3,2.9,Non-Performer,2
2837,3.2,1.5,2.35,Non-Performer,2
2838,4.7,2.8,3.75,Performer,1
2839,3,2.4,2.7,Non-Performer,2
2840,4.7,2.3,3.5,Performer,1
2841,3.2,3.2,3.2,Performer,1
2842,4.1,1.7,2.9,Non-Performer,2
2843,1.3,3,2.15,Non-Performer,2
2844,4.1,1.5,2.8,Non-Performer,2
2845,2.9,1.7,2.3,Non-Performer,2
2846,3.7,1.3,2.5,Non-Performer,2
2847,2.4,2,2.2,Non-Performer,2
2848,2.6,3.4,3,Performer,1
2849,4.9,3.1,4,Performer,1
2850,1.3,1.6,1.45,Non-Performer,2
2851,2.6,2.9,2.75,Non-Performer,2
2852,2.9,2.3,2.6,Non-Performer,2
2853,2.2,2.9,2.55,Non-Performer,2
2854,2.7,4.2,3.45,Performer,1
2855,2.7,3.8,3.25,Performer,1
2856,4.6,4,4.3,Performer,1
2857,4.5,3.1,3.8,Performer,1
2858,3.6,3.7,3.65,Performer,1
2859,2.5,1.9,2.2,Non-Performer,2
2860,3.3,3.4,3.35,Performer,1
2861,3.3,4.8,4.05,Performer,1
2862,4,4.5,4.25,Performer,1
2863,1.9,3.5,2.7,Non-Performer,2
2864,4,1.7,2.85,Non-Performer,2
2865,4.3,3.3,3.8,Performer,1
2866,1.9,1.4,1.65,Non-Performer,2
2867,1.6,3.2,2.4,Non-Performer,2
2868,2.2,3,2.6,Non-Performer,2
2869,3,1.9,2.45,Non-Performer,2
2870,4.4,4.8,4.6,Performer,1
2871,3.6,1.2,2.4,Non-Performer,2
2872,3.8,3.6,3.7,Performer,1
2873,2.5,1.3,1.9,Non-Performer,2
2874,2.2,1.5,1.85,Non-Performer,2
2875,4.8,3.9,4.35,Performer,1
2876,2.6,1.9,2.25,Non-Performer,2
2877,4.2,1.6,2.9,Non-Performer,2
2878,4.7,4.1,4.4,Performer,1
2879,1.5,2.7,2.1,Non-Performer,2
2880,3,2.4,2.7,Non-Performer,2
2881,2.3,1.2,1.75,Non-Performer,2
2882,1.5,3,2.25,Non-Performer,2
2883,2.7,4.1,3.4,Performer,1
2884,3.2,1.4,2.3,Non-Performer,2
2885,3.4,3.8,3.6,Performer,1
2886,2.6,1.6,2.1,Non-Performer,2
2887,2.9,2.1,2.5,Non-Performer,2
2888,2.3,1.6,1.95,Non-Performer,2
2889,1.8,3.8,2.8,Non-Performer,2
2890,1.7,1.2,1.45,Non-Performer,2
2891,2.9,3.8,3.35,Performer,1
2892,1.8,4.4,3.1,Performer,1
2893,1.7,4.6,3.15,Performer,1
2894,4.8,2.5,3.65,Performer,1
2895,3.1,1.6,2.35,Non-Performer,2
2896,2.8,3.3,3.05,Performer,1
2897,1.6,3,2.3,Non-Performer,2
2898,4.5,1.2,2.85,Non-Performer,2
2899,2.5,1.7,2.1,Non-Performer,2
2900,4.6,1.9,3.25,Performer,1
2901,2.1,4.1,3.1,Performer,1
2902,1.7,2.1,1.9,Non-Performer,2
2903,3.1,4.8,3.95,Performer,1
2904,4.8,4.7,4.75,Performer,1
2905,1.9,4.8,3.35,Performer,1
2906,4.2,2.1,3.15,Performer,1
2907,3.7,2,2.85,Non-Performer,2
2908,3,3.6,3.3,Performer,1
2909,3.8,2.5,3.15,Performer,1
2910,2.1,1.1,1.6,Non-Performer,2
2911,2.9,1.7,2.3,Non-Performer,2
2912,1.2,3,2.1,Non-Performer,2
2913,2.9,2.7,2.8,Non-Performer,2
2914,4.4,3.4,3.9,Performer,1
2915,4.6,4.9,4.75,Performer,1
2916,2,4.6,3.3,Performer,1
2917,1.8,1.4,1.6,Non-Performer,2
2918,1.3,1.6,1.45,Non-Performer,2
2919,4.1,4.7,4.4,Performer,1
2920,3.8,3.7,3.75,Performer,1
2921,1.7,4.4,3.05,Performer,1
2922,3.5,3,3.25,Performer,1
2923,2.2,4.1,3.15,Performer,1
2924,2.3,3.2,2.75,Non-Performer,2
2925,1.5,3.8,2.65,Non-Performer,2
2926,4.3,3.8,4.05,Performer,1
2927,3.5,2.2,2.85,Non-Performer,2
2928,2.8,3.6,3.2,Performer,1
2929,1.9,1.9,1.9,Non-Performer,2
2930,3.2,1.4,2.3,Non-Performer,2
2931,1.8,1.8,1.8,Non-Performer,2
2932,4.8,1.7,3.25,Performer,1
2933,3.1,1.8,2.45,Non-Performer,2
2934,1.9,2.9,2.4,Non-Performer,2
2935,3.1,2.4,2.75,Non-Performer,2
2936,1.3,3.5,2.4,Non-Performer,2
2937,3.4,3.6,3.5,Performer,1
2938,4.2,1.9,3.05,Performer,1
2939,3.3,1.6,2.45,Non-Performer,2
2940,2.1,3.2,2.65,Non-Performer,2
2941,4.8,1.9,3.35,Performer,1
2942,1.1,1.6,1.35,Non-Performer,2
2943,4,1.6,2.8,Non-Performer,2
2944,2.6,4.7,3.65,Performer,1
2945,4.1,4.7,4.4,Performer,1
2946,4.8,3.6,4.2,Performer,1
2947,4.2,1.7,2.95,Non-Performer,2
2948,4.5,1.4,2.95,Non-Performer,2
2949,4.7,1.6,3.15,Performer,1
2950,2.2,1.4,1.8,Non-Performer,2
2951,3.6,1.1,2.35,Non-Performer,2
2952,4.3,1.1,2.7,Non-Performer,2
2953,3,2.2,2.6,Non-Performer,2
2954,1.8,4.7,3.25,Performer,1
2955,1.8,1.5,1.65,Non-Performer,2
2956,2.6,3.1,2.85,Non-Performer,2
2957,1.2,3.6,2.4,Non-Performer,2
2958,3.8,4.4,4.1,Performer,1
2959,4.5,1.5,3,Performer,1
2960,4.4,4.8,4.6,Performer,1
2961,2.7,1.4,2.05,Non-Performer,2
2962,2.4,1.7,2.05,Non-Performer,2
2963,3.2,3.4,3.3,Performer,1
2964,2.7,4.5,3.6,Performer,1
2965,1.6,4.9,3.25,Performer,1
2966,1.3,2.4,1.85,Non-Performer,2
2967,4.4,1.3,2.85,Non-Performer,2
2968,3.5,2.9,3.2,Performer,1
2969,4.6,2.2,3.4,Performer,1
2970,3.9,2.4,3.15,Performer,1
2971,3.2,1.9,2.55,Non-Performer,2
2972,2.4,3.8,3.1,Performer,1
2973,3.1,1.2,2.15,Non-Performer,2
2974,1.5,2.8,2.15,Non-Performer,2
2975,4.7,4.3,4.5,Performer,1
2976,3.4,2,2.7,Non-Performer,2
2977,1.4,3,2.2,Non-Performer,2
2978,3.1,2.3,2.7,Non-Performer,2
2979,4.2,1.8,3,Performer,1
2980,1.4,1.3,1.35,Non-Performer,2
2981,2.8,3.6,3.2,Performer,1
2982,3.8,4.7,4.25,Performer,1
2983,1.4,1.1,1.25,Non-Performer,2
2984,1.8,3.3,2.55,Non-Performer,2
2985,3.9,1.3,2.6,Non-Performer,2
2986,4.5,2.2,3.35,Performer,1
2987,3.8,2.1,2.95,Non-Performer,2
2988,3.8,2.8,3.3,Performer,1
2989,1.7,3.7,2.7,Non-Performer,2
2990,1.4,3,2.2,Non-Performer,2
2991,4.9,1.8,3.35,Performer,1
2992,2.7,4.1,3.4,Performer,1
2993,2.1,2.4,2.25,Non-Performer,2
2994,1.7,2.7,2.2,Non-Performer,2
2995,2.8,4.8,3.8,Performer,1
2996,1.4,2.2,1.8,Non-Performer,2
2997,1.8,2.4,2.1,Non-Performer,2
2998,2.6,4.3,3.45,Performer,1
2999,2.2,4.8,3.5,Performer,1
3000,2.6,2.8,2.7,Non-Performer,2
